"CLIENT_CODE","FILE_NBR","FRASE_HOSP_NAME","SUBMISSION_NUMBER","FRASE_ADDR1","FRASE_ADDR2","FRASE_ADDR3","FRASE_CITY","FRASE_COUNTY","FRASE_COUNTY_DESC","FRASE_STATE","FRASE_ZIP","FRASE_EMAIL_ADDR","A1_1A","A1_1B","A1_1C","A1_1D","A1_1E","A1_1F","A1_1G","A1_1H","A1_1I","A1_1J","A1_1K","A1_1L","A1_1M","A1_1N","A1_1O"
"23",110036,"DEVEREUX FLORIDA","00110036070120180630201911272019103831","8000 Devereux Drive",,,"VIERA","5","BREVARD","FL","32940",,,,,"DEVEREUX HOSPITAL","8000 DEVEREUX DRIVE","VIERA","BREVARD","32940","KELLY MESSER","8000 DEVEREUX DRIVE VIERA, FL 32940","KELLY MESSER","DIRECTOR OF FINANCE","3212429100","4078166483","kmesser@devereux.org"
"23",100039,"BROWARD HEALTH MEDICAL CENTER","00100039070120180630201912032019035019","1600 S ANDREWS AVE",,,"FORT LAUDERDALE","6","BROWARD","FL","33316","lpayne@browardhealth.org",,"100039","100129","Broward Health Medical Center","1600 South Andrews Avenue","Fort Lauderdale","Broward","33316-0000","Taylor Warner","1608 SE 3rd Street, Fort Lauderdale, FL  33316","Taylor Warner","Senior Financial Analyst","9548474072","9548474141","twarner@browardhealth.org"
"23",100181,"LARKIN COMMUNITY HOSPITAL","00100181010120190131201907092020023729","7031 SW 62ND AVE",,,"SOUTH MIAMI","13","MIAMI-DADE","FL","33143","mviera@larkinhospital.com",,"100181","120057","Larkin Community Hospital ","7031 S.W. 62nd Avenue ","South Miami ","Miami-Dade ","33143","Mark P. Early","5996 SW 70th  Street 5th Floor South Miami, FL 33143","Mark P. Early ","Corporate VP / CFO","3052847700","3052847545","mearly@larkinhospital.com"
"23",23960086,"SELECT SPECIALTY HOSPITAL-THE VILLAGES INC","23960086010120190402201904212020120326","5050 COUNTY ROAD 472",,,"OXFORD","60","SUMTER","FL","34484","SAbouelleil@selectmedical.com",,"102028","13800200","Promise Hospital of Florida at the Villages, Inc.","5050 County Road 472","Oxford","Sumter","34484","Anna Spedale","2255 Glades Road, Suite 324A","Anna Spedale","Consultant","9548952676","5618693101","anna.spedale@promisehealthcare.com"
"23",23960094,"SELECT SPECIALTY HOSPITAL-MIAMI LAKES","23960094010120190402201904212020112334","14001 NW 82ND AVE",,,"MIAMI LAKES","13","MIAMI-DADE","FL","33016",,,"102031","19556500","Promise Hospital of Dade, Inc.","14001 NW 82nd Ave.","Miami Lakes","Dade","33016","Anna Spedale","2255 Glades Road, Suite 324A","Anna Spedale","Consultant","9548952676","5618693101","anna.spedale@promisehealthcare.com"
"23",23960107,"SELECT SPECIALTY HOSPITAL-FORT MYERS","23960107010120190402201905042020030806","3050 CHAMPION RING RD",,,"FORT MYERS","36","LEE","FL","33905","patrick.ryan@promisehealthcare.com",,"102029","13854800","Promise Hospital of Lee, Inc.","3050 Champion Ring Road","Fort Myers","Lee","33905","Anna Spedale","2255 Glades Road, Suite 324A","Anna Spedale","Consultant","5619888426","5618693101","anna.spedale@promisehealthcare.com"
"23",100230,"MEMORIAL HOSPITAL PEMBROKE","00100230050120180430201910032019051644","7800 SHERIDAN ST",,,"PEMBROKE PINES","6","BROWARD","FL","33024","mdoyle@mhs.net",,"100230","102229","Memorial Hospital Pembroke","7800 Sheridan Street","Pembroke Pines","Broward","33024","Scott Davis","3111 Stirling Road
Fort Lauderdale, FL 33312","Scott Davis","Admin Dir Reimb & Rev","9549872000","9542657757","sdavis@mhs.net"
"23",100038,"MEMORIAL REGIONAL HOSPITAL","00100038050120180430201910032019024201","3501 JOHNSON ST",,,"HOLLYWOOD","6","BROWARD","FL","33021","isultan@mhs.net",,"100038","100200","Memorial Regional Hospital","3501 Johnson Street","Hollywood","Broward","33021","Scott Davis","3111 Stirling Road
Fort Lauderdale, FL 33312","Scott Davis","Admin Dir Reimb & Rev","9549872000","9542657757","sdavis@mhs.net"
"23",23960050,"MEMORIAL HOSPITAL MIRAMAR","23960050050120180430201910302019015404","1901 SW  172ND AVE",,,"MIRAMAR","6","BROWARD","FL","33029","GFernandezBravo@mhs.net",,"100285","10345400","Memorial Hospital Miramar","1901 SW 172nd Avenue","Miramar","Broward","33029","Scott Davis","3111 Stirling Road
Fort Lauderdale, FL 33312","Scott Davis","Admin Dir Reimb & Rev","9549872000","9542657757","sdavis@mhs.net"
"23",111527,"MEMORIAL HOSPITAL WEST","00111527050120180430201910302019015615","703 N FLAMINGO RD",,,"PEMBROKE PINES","6","BROWARD","FL","33028","lcarpenter@mhs.net",,"100281","102521","Memorial Hospital West","703 North Flamingo Road","Pembroke Pines","Broward","33028","Scott Davis","3111 Stirling Road
Fort Lauderdale, FL 33312","Scott Davis","Admin Dir Reimb & Rev","9549872000","9542657757","sdavis@mhs.net"
"23",100106,"DOCTORS' MEMORIAL HOSPITAL","00100106060120180531201912232019112623","333 N BYRON BUTLER PKWY",,,"PERRY","62","TAYLOR","FL","32348","tstone@doctorsmemorial.com",,"10-0106","101080-0","DOCTORS' MEMORIAL HOSPITAL","333 N BYRON BUTLER PKWY","PERRY","TAYLOR","32348","Shawn Adams","2500 Eastpoint Parkway, Suite 300, Louisville KY 40223","Julie Young","Controller","8505840628","8505842524","sadams@blueandco.com"
"23",100079,"UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE","00100079060120180531201908192019102607","1475 NW 12TH AVE",,,"MIAMI","13","MIAMI-DADE","FL","33136","k.smith111@med.miami.edu",,"10-0079","10047-1","UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE","1475 NW 12TH AVE","MIAMI","MIAMI-DADE","33136","Sharon V. Jones","9675 NW 117th Avenue","Sharon V. Jones","Reimbursement Mgr","3052432536","3052438149","svereen@miami.edu"
"23",100073,"HOLY CROSS HOSPITAL","00100073070120180630201911142019015610","4725 N FEDERAL HWY",,,"FORT LAUDERDALE","6","BROWARD","FL","33308","patty.vrobel@holy-cross.com",,"100073","100188","HOLY CROSS HOSPITAL","4725 NORTH FEDERAL HIGHWAY","FT. LAUDERDALE","BROWARD","33308","RONALD C. BRANDENBURG, II","4725 NORTH FEDERAL HIGHWAY FT. LAUDERDALE, FL 33308","RONALD C. BRANDENBURG, II","CHIEF FINANCIAL OFFICER","9547718000","9544925741","Ronald.Brandenburg@holy-cross.com"
"23",104024,"CIRCLES OF CARE, INC","00104024070120180630201911202019023612","400 E SHERIDAN RD",,,"MELBOURNE","5","BREVARD","FL","32901","snelson@circlesofcare.org",,"10-4024",,"CIRCLES OF CARE, INC","400 E SHERIDAN RD","MELBOURNE","BREVARD","32901","Provider Services Group LLC","5011 Gate Parkway, Bldg 100, Ste 100, Jacksonville FL, 32256","Henry Lin","Finance Administrator","3219844900","3217225230","hlin@circlesofcare.org"
"23",100025,"ASCENSION SACRED HEART PENSACOLA","00100025070120180630201911182019013638","5151 N NORTH NINTH AVENUE",,,"PENSACOLA","17","ESCAMBIA","FL","32504","James.Reilly@ascension.org",,"10-0025","10076-5","SACRED HEART HOSPITAL","5151 N NORTH NINTH AVENUE","PENSACOLA","ESCAMBIA","32504","Julie Noble","3832 Baymeadows Road, Suite 219; Jacksonville, FL 32217","Ken McCosh","System Vice President Finance","9046021161","9042815641","janoble@hsadvisorsllc.com"
"23",100040,"ASCENSION ST VINCENT'S RIVERSIDE","00100040070120180630201911182019125117","1 SHIRCLIFF WAY",,,"JACKSONVILLE","16","DUVAL","FL","32204","jon.cooper@asension.org",,"10-0040","10073-1","ST VINCENT'S MEDICAL CENTER RIVERSIDE","1 SHIRCLIFF WAY","JACKSONVILLE","DUVAL","32204","Schelon Seefeld","3832 Baymeadows Rd, Suite 219, Jacksonville, FL 32217","Ken McCosh","System Vice President Finance","9046021161","9042815641","sseefeld@hsadvisorsllc.com"
"23",110019,"BROWARD HEALTH CORAL SPRINGS","00110019070120180630201912032019035318","3000 CORAL HILLS DR",,,"CORAL SPRINGS","6","BROWARD","FL","33065","j2davis@browardhealth.org",,"100276","120405","Broward Health Coral Springs","3000 Coral Hills Drive","Coral Springs","Broward","33065","Taylor Warner","1608 SE 3rd Street, Fort Lauderdale, FL  33316","Taylor Warner","Senior Financial Analyst","9548474072","9548474141","twarner@browardhealth.org"
"23",23960041,"ASCENSION SACRED HEART EMERALD COAST","23960041070120180630201911182019125645","7800 US HWY 98 W",,,"MIRAMAR BEACH","66","WALTON","FL","32550","James.Reilly@ascension.org",,"10-0292","1032330-0","SACRED HEART HOSPITAL ON THE EMERALD COAST","7800 US HWY 98 W","MIRAMAR BEACH","WALTON","32550","Schelon Seefeld","3238 Baymeadows Road, Suite 219, Jacksonville, FL 32217","Ken McCosh","Senior Director System Finance","9046021161","9042815641","sseefeld@hsadvisorsllc.com"
"23",103027,"ST ANTHONY'S REHABILITATION HOSPITAL","00103027100120180930201902112020090742","3487 NW 30TH ST",,,"LAUDERDALE LAKES","6","BROWARD","FL","33311","jgonzalez@chsfla.com",,"103027","102407","ST. ANTHONY'S REHABILATION HOSPITAL","3075 N.W. 35TH AVENUE","LAUDERDALE LAKES","BROWARD","33311","LAURA WILSON","4790 N. STATE ROAD 7, LAUDERDALE LAKES, FL 33319","LAURA WILSON","DIRECTOR, FINANCE","9544841515","9548093590","LWILSON@CHSFLA.COM"
"23",100008,"BAPTIST HOSPITAL OF MIAMI","00100008100120180930201902252020034130","8900 N KENDALL DRIVE",,,"MIAMI","13","MIAMI-DADE","FL","33176",,,"100008","100358","BAPTIST HOSPITAL OF MIAMI","8900 NORTH KENDALL DRIVE","MIAMI","MIAMI-DADE","33176","MATTHEW ARSENAULT","8900 NORTH KENDALL DRIVE MIAMI, FL 33176","EDWARD G. SHASHATY","VP FINANCE HOSPITAL OPERATIONS","7865961960","7865968718","compass@hfgflorida.com"
"23",100130,"LAKESIDE MEDICAL CENTER","00100130100120180930201902202020103908","39200 HOOKER HWY",,,"BELLE GLADE","50","PALM BEACH","FL","33430","jmorelan@hcdpbc.org",,"10-0130","101443","LAKESIDE MEDICAL CENTER","39200 HOOKER HWY","BELLE GLADE","PALM BEACH","33430","Bert Bennett","2617 Gillionville Road Albany, Georgia 31707","Joel Snook","CFO","5619966571",,"bruocco@lmcpbc.org"
"23",100253,"JUPITER MEDICAL CENTER","00100253100120180930201901232020070527","1210 S OLD DIXIE HWY",,,"JUPITER","50","PALM BEACH","FL","33458","amy.senior@jupitermed.com",,"100253","120294","JUPITER MEDICAL CENTER","1210 SOUTH OLD DIXIE HIGHWAY","JUPITER","PALM BEACH","33458","DALE E. HOCKING","1210 SOUTH OLD DIXIE HIGHWAY JUPITER, FL 33458","DALE E. HOCKING","CHIEF FINANCIAL OFFICER","5612632234","5612637434","compass@hfgflorida.com"
"23",100117,"BAPTIST MEDICAL CENTER - BEACHES","00100117100120180930201902182020025448","1350 13TH AVE S",,,"JACKSONVILLE BEACH","16","DUVAL","FL","32250","joe.mitrick@bmcjax.com",,"10-0117","1023260-0","BAPTIST MEDICAL CENTER - BEACHES","1350 13TH AVE S","JACKSONVILLE BEACH","DUVAL","32250-3203","Shaw Seely","800 Prudential Drive, Jacksonville, FL,  32207-5094","Shaw Seely","Director of Reimbursement","9042022874","9043915577","shaw.seely@bmcjax.com"
"23",100051,"ORLANDO HEALTH SOUTH LAKE HOSPITAL","00100051070120190930201903132020040101","1900 DON WICKHAM DR",,,"CLERMONT","35","LAKE","FL","34711","albert.goodman@orlandohealth.com",,"100051","101087","South Lake Hospital Inc.","1900 Don Wickham Drive","Clermont","Lake","34711","Michelle Everly","1900 Don Wickham Drive, Clermont Fl 34711","Lance Sewell","CFO","3523944071","3522417124","Lance.Sewell@orlandohealth.com"
"23",100012,"LEE MEMORIAL HOSPITAL","00100012100120180930201902192020022806","2776 CLEVELAND AVE",,,"FORT MYERS","36","LEE","FL","33901","ashley.oldzej@leehealth.org",,"100012","10110900","LEE MEMORIAL HOSPITAL","2776 Cleveland Avenue","FORT MYERS","LEE","33901","YURIY KUKIN","4211 METRO PARKWAY, 3RD FL, FORT MYERS, FL 33916","BARB MELBY","CONTROLLER","2393438339","2393433836","YURIY.KUKIN@LEEHEALTH.ORG"
"23",100244,"CAPE CORAL HOSPITAL","00100244100120180930201902182020023456","636 DEL PRADO BLVD",,,"CAPE CORAL","36","LEE","FL","33990",,,"100244","011971700","CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","CAPE CORAL","LEE","33990","Yuriy Kukin","4211 Metro Parkway, 3rd floor, Fort Myers, FL 33916","Yuriy Kukin","Sr Reimbursement Specialist","2393438308","2393438336","yuriy.kukin@leehealth.org"
"23",100219,"FLAGLER HOSPITAL","00100219100120180930201903022020081555","400 HEALTH PARK BLVD",,,"SAINT AUGUSTINE","55","ST. JOHNS","FL","32086","Jeff.Hurley@flaglerhospital.org",,"10-0090","10171-1","FLAGLER HOSPITAL","400 HEALTH PARK BLVD","SAINT AUGUSTINE","ST. JOHNS","32086","Brittany Moore","400 Health Park Blvd, Saint Augustine, FL 32086","Murray ""Skip"" Marsh Jr","Executive VP & CFO","9048194400","9048194472","Skip.Marsh@flaglerhospital.org"
"23",100088,"BAPTIST MEDICAL CENTER JACKSONVILLE","00100088100120180930201902262020085854","800 PRUDENTIAL DR",,,"JACKSONVILLE","16","DUVAL","FL","32207","missy.poston@bmcjax.com",,"100088","10064100","BAPTIST MEDICAL CENTER","800 PRUDENTIAL DRIVE","JACKSONVILLE","DUVAL","32207-5094","SHAW SEELY","800 PRUDENTIAL DRIVE, JACKSONVILLE, FL 32207","SHAW SEELY","DIRECTOR OF REIMBURSEMENT","9042022874","9043915577","shaw.seely@bmcjax.com"
"23",100056,"CLEVELAND CLINIC HOSPITAL","00100056010120191231201904302020081619","3100 WESTON RD",,,"WESTON","6","BROWARD","FL","33331-3602","sanchea2@ccf.org",,"10289","1022020","Cleveland Cinic Florida Health System d/b/a Cleveland Clinic Florida Hospital","3100 Weston Road","Weston","Broward","33331","Mary Fahie","2950 Cleveland Clinic, Weston FL 33331","Todd Idalski","Accounting Manager","9546596115","9546535934","idalskt@ccf.org"
"23",100014,"ADVENTHEALTH NEW SMYRNA BEACH","00100014010120191231201905082020033404","401 PALMETTO ST",,,"NEW SMYRNA BEACH","64","VOLUSIA","FL","32168","Carolyn.McCarty@ahss.org",,"100014","101834","ADVENTHEALTH NEW SMYRNA BEACH","401 PALMETTO STREET","NEW SMYRNA BEACH","Volusia","32168","MARK RATHBUN","401 PALMETTO STREET NEW SMYRNA BEACH, FL 32168","MARK RATHBUN","CHIEF FINANCIAL OFFICER","3864245000","3864246568","compass@hfgflorida.com"
"23",100057,"ADVENTHEALTH WATERMAN","00100057010120191231201905152020020601","1000 WATERMAN WAY",,,"TAVARES","35","LAKE","FL","32778","Abel.Biri@adventhealth.com",,"100057","101095","ADVENTHEALTH WATERMAN","1000 WATERMAN WAY","TAVARES","LAKE","32778","TERRI WARREN","1000 WATERMAN WAY TAVARES, FL 32778","TERRI WARREN","CHIEF FINANCIAL OFFICER","3522533333","3522533153","compass@hfgflorida.com"
"23",100166,"DOCTORS HOSPITAL OF SARASOTA","00100166010120191231201905192020100412","5731 BEE RIDGE RD",,,"SARASOTA","58","SARASOTA","FL","34233",,,"100166","119954","DOCTORS HOSPITAL OF SARASOTA","5731 BEE RIDGE ROAD","SARASOTA","SARASOTA","34233","CHARLES H. SCHWANER","5731 BEE RIDGE ROAD SARASOTA, FL 34233","CHARLES H. SCHWANER","CHIEF FINANCIAL OFFICER","9413421100","9413798342","compass@hfgflorida.com"
"23",100243,"BRANDON REGIONAL HOSPITAL","00100243010120191231201905192020081738","119 OAKFIELD DR",,,"BRANDON","29","HILLSBOROUGH","FL","33511","bland.eng@hcahealthcare.com",,"100243","118079","BRANDON REGIONAL HOSPITAL","119 OAKFIELD DRIVE","BRANDON","HILLSBOROUGH","33511","GARY D. SEARLS","119 OAKFIELD DRIVE BRANDON, FL 33511","GARY D. SEARLS","CHIEF FINANCIAL OFFICER","8136815551","8135715125","compass@hfgflorida.com"
"23",100252,"RAULERSON HOSPITAL","00100252010120191231201905182020013445","1796 HWY 441 NORTH",,,"OKEECHOBEE","47","OKEECHOBEE","FL","34972","BRIAN.MELEAR@HCAHEALTHCARE.COM",,"100252","119750","RAULERSON HOSPITAL","1796 HIGHWAY 441 NORTH","OKEECHOBEE","OKEECHOBEE","34972","AMANDA RAMPAT","1796 HIGHWAY 441 NORTH OKEECHOBEE, FL 34972","AMANDA RAMPAT","CHIEF FINANCIAL OFFICER","8637632151","8638242991","compass@hfgflorida.com"
"23",100264,"OAK HILL HOSPITAL","00100264010120191231201905192020091420","11375 CORTEZ BLVD",,,"BROOKSVILLE","27","HERNANDO","FL","34613","Mickey.Smith@oakhillhospital.com",,"100264","120073","OAK HILL HOSPITAL","11375 CORTEZ BOULEVARD","BROOKSVILLE","HERNANDO","34613","MATTHEW ROMERO","11375 CORTEZ BOULEVARD BROOKSVILLE, FL 34613","MATTHEW ROMERO","CHIEF FINANCIAL OFFICER","3525966632","3525973024","compass@hfgflorida.com"
"23",100109,"ADVENTHEALTH SEBRING","00100109010120191231201905272020075759","4200 SUN N LAKE BLVD",,,"SEBRING","28","HIGHLANDS","FL","33872","Becky.Farrens@adventhealth.com",,"100109","100901","ADVENTHEALTH SEBRING","4200 SUN 'N LAKE BOULEVARD","SEBRING","HIGHLANDS","33872","ROSALIE OLIVER","4200 SUN 'N LAKE BOULEVARD SEBRING, FL 33872","ROSALIE OLIVER","CHIEF FINANCIAL OFFICER","8633144466","8634023110","compass@hfgflorida.com"
"23",100118,"ADVENTHEALTH PALM COAST","00100118010120191231201905212020060414","60 MEMORIAL MEDICAL PKWY",,,"PALM COAST","18","FLAGLER","FL","32164","carolyn.mccarty@adventhealth.com",,"100118","101893","ADVENTHEALTH PALM COAST","60 MEMORIAL MEDICAL PARKWAY","PALM COAST","FLAGLER","32164","CORY D. DOMAYER","60 MEMORIAL MEDICAL PARKWAY PALM COAST, FL 32164","CORY D. DOMAYER","CHIEF FINANCIAL OFFICER","3865862000","3865864620","compass@hfgflorida.com"
"23",100179,"MEMORIAL HOSPITAL JACKSONVILLE","00100179010120191231201905202020062316","3625 UNIVERSITY BLVD S",,,"JACKSONVILLE","16","DUVAL","FL","32216","Bradley.Talbert@hcahealthcare.com",,"100179","101931","MEMORIAL HOSPITAL JACKSONVILLE","3625 UNIVERSITY BOULEVARD SOUTH","JACKSONVILLE","DUVAL","32216","KEVIN G MCKEOWN","3625 UNIVERSITY BOULEVARD SOUTH JACKSONVILLE, FL 32216","KEVIN G MCKEOWN","CHIEF FINANCIAL OFFICER","9047026111","9043996849","compass@hfgflorida.com"
"23",100213,"BLAKE MEDICAL CENTER","00100213010120191231201905262020113152","2020 59TH ST W",,,"BRADENTON","41","MANATEE","FL","34209",,,"100213","110213","BLAKE MEDICAL CENTER","2020 59TH STREET WEST","BRADENTON","MANATEE","34209","THOMAS ANDREW SMITH","2020 59TH STREET WEST BRADENTON, FL 34209","THOMAS ANDREW SMITH","CHIEF FINANCIAL OFFICER","9417986110","9417986209","compass@hfgflorida.com"
"23",100105,"CLEVELAND CLINIC INDIAN RIVER HOSPITAL","00100105010120191231201906172020102701","1000 36TH ST",,,"VERO BEACH","31","INDIAN RIVER","FL","32960","brian.chase@irmc.cc",,"100105","10104400","Indian River Medical Center","1000 36th Street","Vero Beach","Indian River","32960","Rhonda Venero","1000 36th Street, Vero Beach, Fl 32960","Warren Fuller","VP of Finance","7725674311","7725634564","warren.fuller@irmc.cc"
"23",100112,"CALHOUN-LIBERTY HOSPITAL","00100112010120191231201903292020103800","20370 NE Burns Avenue",,,"BLOUNTSTOWN","7","CALHOUN","FL","32424-0419","jkinney@nfch.org",,"101304","10026900","Calhoun-Liberty Hospital","20370 NE Burns Avenue","Blountstown","Calhoun","32424","Robert E. Petro","2750 Shanandoah Ct. W. ,  Mobile, AL 36695-2560","Brenda Potter","C.P.A.","2515108828","2515108828","repetrocpa@comcast.net"
"23",23960045,"SELECT SPECIALTY HOSPITAL - PANAMA CITY","23960045010120191231201904282020082403","615 N BONITA AVE",,,"PANAMA CITY","3","BAY","FL","32401","mnotario@selectmedical.com",,"102017","103438000","Select Specialty Hospital - Panama City, Inc.","615 North Bonita Avenue","Panama City","Bay","32401","Belma Baller","4714 Gettysburg Road, Mechanicsburg PA 17055","Theresa Hackman","Director of Finance","7179202408",,"BBaller@selectmedical.com"
"23",23960072,"SELECT SPECIALTY HOSPITAL- PALM BEACH","23960072010120191231201903022020043238","3060 MELALEUCA LANE",,,"LAKE WORTH","50","PALM BEACH","FL","33461","mnotario@selectmedical.com",,"10-2023","103764000","Select Specialty Hospital - Palm Beach, Inc.","3060 Melaleuca Lane","Lake Worth","Palm Beach","33461","Belma Baller","4714 Gettysburg Road, Mechanicsburg PA 17055","Theresa Hackman","Director of Finance","7179754767",,"Bballer@selectmedical.com"
"23",23960076,"SELECT SPECIALTY HOSPITAL PENSACOLA","23960076010120191231201904282020013706","7000 COBBLE CREEK DR",,,"PENSACOLA","17","ESCAMBIA","FL","32504","mnotario@selectmedicalcorp.com",,"04-5566","10368300-0","SELECT SPECIALTY HOSPITAL PENSACOLA","7000 COBBLE CREEK DR","PENSACOLA","ESCAMBIA","32504","Belma Baller","4714 Gettysburg Road, Mechanicsburg PA 17055","Theresa Hackman","Director of Finance","7179754767",,"BBaller@selectmedical.com"
"23",23960094,"SELECT SPECIALTY HOSPITAL-MIAMI LAKES","23960094040320191231201904242020124740","14001 NW 82ND AVE",,,"MIAMI LAKES","13","MIAMI-DADE","FL","33016",,,"102031","19556500","Select Specialty Hospital - Miami Lakes","14001 NW 82nd Ave.","Miami Lakes","Dade","33016","Belma Baller","4714 Gettysburg Rd Mechanicsburg PA 17055","Theresa Hackman","Director","7178025668",,"bballer@selectmedical.com"
"23",23960086,"SELECT SPECIALTY HOSPITAL-THE VILLAGES INC","23960086040320191231201904282020082547","5050 COUNTY ROAD 472",,,"OXFORD","60","SUMTER","FL","34484","SAbouelleil@selectmedical.com",,"102028","13800200","Select Specialty Hospital - The Villages","5050 County Road 472","Oxford","Sumter","34484","Belma Baller","4714 Gettysburg Rd Mechanicsburg PA 17055","Kristal Shook","Director",,,"bballer@selectmedical.com"
"23",100228,"WESTSIDE REGIONAL MEDICAL CENTER","00100228010120191231201905202020011547","8201 W BROWARD BLVD",,,"PLANTATION","6","BROWARD","FL","33324","barbara.simmons@hcahealthcare.com",,"100228","112305","WESTSIDE REGIONAL MEDICAL CENTER","8201 WEST BROWARD BOULEVARD","PLANTATION","BROWARD","33324","IRFAN MIRZA","8201 WEST BROWARD BOULEVARD PLANTATION, FL 33324","IRFAN MIRZA","CHIEF FINANCIAL OFFICER","9544736600","9544522133","compass@hfgflorida.com"
"23",100246,"LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","00100246010120191231201905222020012327","1700 S 23RD ST",,,"FORT PIERCE","56","ST. LUCIE","FL","34950","Jazzmine.McKenzie@hcahealthcare.com",,"100246","119695","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 SOUTH 23RD STREET","FORT PIERCE","SAINT LUCIE","34950","RENEE A. CROSS","1700 SOUTH 23RD STREET FORT PIERCE, FL 34950","RENEE A. CROSS","CHIEF FINANCIAL OFFICER","7724614000","7724601353","compass@hfgflorida.com"
"23",100259,"SOUTH BAY HOSPITAL","00100259010120191231201905222020123712","4016 SUN CITY CENTER BLVD",,,"SUN CITY CENTER","29","HILLSBOROUGH","FL","33573","daniel.bender@hcahealthcare.com",,"100259","119946","SOUTH BAY HOSPITAL","4016 SUN CITY CENTER BLVD.","SUN CITY CENTER","HILLSBOROUGH","33573","BEVERLY MICHELLE HARVEY","4016 SUN CITY CENTER BLVD. SUN CITY CENTER, FL 33573","BEVERLY MICHELLE HARVEY","CHIEF FINANCIAL OFFICER","8136343301","8136348712","compass@hfgflorida.com"
"23",110004,"ENGLEWOOD COMMUNITY HOSPITAL","00110004010120191231201905262020063908","700 MEDICAL BLVD",,,"ENGLEWOOD","58","SARASOTA","FL","34223",,,"100267","102539","ENGLEWOOD COMMUNITY HOSPITAL","700 MEDICAL BOULEVARD","ENGLEWOOD","SARASOTA","34223","VICKIE MAGUREAN","700 MEDICAL BOULEVARD ENGLEWOOD, FL 34223","VICKIE MAGUREAN","CHIEF FINANCIAL OFFICER","9414756571","9414735015","compass@hfgflorida.com"
"23",110199,"NICKLAUS CHILDREN'S HOSPITAL","00110199010120191231201905042020083410","3100 SW 62ND AVE",,,"MIAMI","13","MIAMI-DADE","FL","33155-3009","AccreditationRegulatory@nicklaushealth.org",,"103301","100609","Variety Children's Hospital d/b/a Nicklaus Children's Hospital","3100 S.W. 62nd Avenue","Miami","Miami-Dade","33155","Thomas McCollough, CPA","3100 S.W. 62nd Avenue, Miami, FL 33155","Thomas McCollough, CPA","Finance Reimbursement","3056696404",,"thomas.mccollough@nicklaushealth.org"
"23",23960107,"SELECT SPECIALTY HOSPITAL-FORT MYERS","23960107040320191231201904242020021850","3050 CHAMPION RING RD",,,"FORT MYERS","36","LEE","FL","33905","patrick.ryan@promisehealthcare.com",,"102029","13854800","Select Specialty Hospital - Fort Myers","3050 Champion Ring Road","Fort Myers","Lee","33905","Belma Baller","4714 Gettysburg Road Mechanicsburg PA 17055","Kristal Shook","Director","7178025668",,"Bballer@selectmedical.com"
"23",23960111,"POINCIANA MEDICAL CENTER","23960111010120191231201905202020082733","325 CYPRESS PKWY",,,"KISSIMMEE","49","OSCEOLA","FL","34758","Sandra.Grimes@hcahealthcare.com",,"10-0320","092683","POINCIANA MEDICAL CENTER","325 CYPRESS PARKWAY","KISSIMMEE","OSCEOLA","34758","JAMES CONN","325 CYPRESS PARKWAY KISSIMMEE, FL 34758","JAMES CONN","CHIEF FINANCIAL OFFICER","4075302000","4075302020","compass@hfgflorida.com"
"23",100282,"ADVENTHEALTH WAUCHULA","00100282010120191231201905272020081107","735 S 5TH AVE",,,"WAUCHULA","25","HARDEE","FL","33873","BECKY.FARRENS@AdventHealth.com",,"101300","102601","ADVENTHEALTH WAUCHULA","735 SOUTH 5TH AVENUE","WAUCHULA","HARDEE","33873","ROSALIE OLIVER","735 SOUTH 5TH AVENUE WAUCHULA, FL 33873","ROSALIE OLIVER","CHIEF FINANCIAL OFFICER","8637733101","8637730126","compass@hfgflorida.com"
"23",100092,"ROCKLEDGE REGIONAL MEDICAL CENTER","00100092010120191231201907242020115040","110 LONGWOOD AVE",,,"ROCKLEDGE","5","BREVARD","FL","32955","alison.patterson@steward.org",,"100092","100111","STEWARD ROCKLEDGE HOSPITAL","110 LONGWOOD AVENUE","ROCKLEDGE","BREVARD","32955","JAMES D. ARMOUR","110 LONGWOOD AVENUE ROCKLEDGE, FL 32955","JAMES D. ARMOUR","CHIEF FINANCIAL OFFICER","3216362211","3216906735","compass@hfgflorida.com"
"23",100035,"MANATEE MEMORIAL HOSPITAL","00100035010120191231201906242020112312","206 2ND ST E",,,"BRADENTON","41","MANATEE","FL","34208","cindy.harden@mmhhs.com",,"100035","10116800","MANATEE MEMORIAL HOSPITAL","206 SECOND STREET EAST","BRADENTON","MANATEE","34208","Susan Dill","206 SECOND STREET E, BRADENTON, FL 34208","Susan Dill","Financial Analyst","9417457529","9417456854","susan.dill@mmhhs.com"
